text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates
@easyJet goor evening ;),571719763669483520,kmeacham363,2015-02-28 17:13:08+00:00,0,1,
@easyJet so power does not need to go in the clear bags just liquids such as lipstick etc?,571719601966477312,xxterriberrixx,2015-02-28 17:12:29+00:00,0,0,
@easyJet hi.. I was wonder do u need to put power make up in the clear bag? Or can that just be in ur case for hand luggage,571716637180747776,xxterriberrixx,2015-02-28 17:00:42+00:00,0,0,
@easyJet many tks !,571711335358189569,tweeet2015,2015-02-28 16:39:38+00:00,0,1,
"@easyJet provide 70,000 extra seats on 19 flight routes expectedto bring more visitors to Scotland and boost tourism http://buff.ly/1wpOGvc",571710923926327296,Tourismintell,2015-02-28 16:38:00+00:00,1,0,
"@easyJet Is flexi fare available for London - Mykonos return 15-20July? ( I only see standard fare option), tks!",571709676326408192,tweeet2015,2015-02-28 16:33:03+00:00,0,0,
@easyJet plc Receives Neutral Rating from Oddo &amp; Cie (EZJ) - WKRB News http://fat.ly/Fu4,571706419243696128,easyJetNews,2015-02-28 16:20:06+00:00,0,0,
@easyJet Done,571704978907258880,ravenfz,2015-02-28 16:14:23+00:00,0,0,
@easyJet Our followers are getting you as an answer in our new fun #quiz! http://uf.ly/d19 #japes.,571702881386156032,Cheapflights,2015-02-28 16:06:03+00:00,0,0,
@easyJet when are you christmas/ new year flights out for Geneva?,571692232291586050,otlmeek,2015-02-28 15:23:44+00:00,0,0,
@easyJet hand luggage restrictions - @Telegraph http://fat.ly/Fts,571691321548677120,easyJetNews,2015-02-28 15:20:07+00:00,0,0,
@easyJet an e-mail address would be good Paul,571682196840427521,dan_bradd,2015-02-28 14:43:51+00:00,0,0,
@easyJet I've been trying to get help for 3m and have been getting useless emails about how much you understand my frustration. Action?,571676592436592641,evaliparova,2015-02-28 14:21:35+00:00,0,0,
@easyJet no drama. Thanks,571673877107122176,goglentw,2015-02-28 14:10:48+00:00,0,1,
@easyJet I am missing my luggage from yesterday. Can you tell me when I can expect to receive it?,571671781263708160,BudgetTraveller,2015-02-28 14:02:28+00:00,0,0,
@easyJet I made a booking less than 24 hours ago and need to change it. How do I do this? I have been trying all morning.,571666983302905856,_MLKELLY,2015-02-28 13:43:24+00:00,0,0,
@easyJet Dreadful jams around M1J11 on A505 as J10a is closed. Allow extra time if going to airport! #LutonAirport #easyjet,571664342933999616,Designs_JoanK,2015-02-28 13:32:55+00:00,0,0,
@easyJet it's ok Simon I ended up having the back row to myself so I took back my complaint :),571663581151944704,Jenniemhalliday,2015-02-28 13:29:53+00:00,0,1,
"@easyJet refusing to pay compensation over flight cancelled EZY9763 CDG-LIS reason ""developed a technical fault in Madrid"" #easyshame",571661844810735616,ravenfz,2015-02-28 13:22:59+00:00,0,0,
@easyJet but no!! It's does not state this in your T&amp;C's! I tried to call your CS but they were not open yet! It's a flexi ticket!,571661425606852608,RDPhotoinfo,2015-02-28 13:21:19+00:00,0,0,
@easyJet On our 52hr charity jailbreak challenge #stuckinparis pls help us get further or home?!,571647666129645568,MaryBulgin,2015-02-28 12:26:38+00:00,0,0,
@easyJet no,571646055147814912,kmeacham363,2015-02-28 12:20:14+00:00,0,0,
@easyJet Good afternoon :),571641874366275584,rmeacham363,2015-02-28 12:03:38+00:00,0,1,
@easyJet good sftednokb ;),571641394407849984,kmeacham363,2015-02-28 12:01:43+00:00,0,1,
@easyJet We've made it to Paris on our Jailbreak! any flights available further than Rome?,571638189254967296,MaryBulgin,2015-02-28 11:48:59+00:00,0,1,
@easyJet been there done that!!! CS says I need to purchase a new ticket! #thisisshocking,571635195817938945,RDPhotoinfo,2015-02-28 11:37:05+00:00,0,0,
@easyJet plc Receives Neutral Rating from Oddo &amp; Cie (EZJ) - Intercooler http://fat.ly/Fre,571630920135925761,easyJetNews,2015-02-28 11:20:06+00:00,0,0,
@easyJet error after error after error on my flight this morning. Really poor customer service. Result is I'M out of pocket thx to ur error!,571629555657678848,lukestack,2015-02-28 11:14:41+00:00,0,1,
@easyjet what a bloody disgrace you are don't know how u sleep at night #codered,571619919898546176,dan_bradd,2015-02-28 10:36:23+00:00,0,0,
@easyJet flies to Funchal from Edinburgh - @AnnaAero http://fat.ly/15rC,571615820054323200,easyJetNews,2015-02-28 10:20:06+00:00,0,0,
@easyJet please can @ChronicleCiaran and I have a trial at @STN_Airport as we're snappy dressers and good with people,571613010214699008,MatthewDev,2015-02-28 10:08:56+00:00,0,1,
@easyJet when are November Maroc flights released? I have read March but this mean tomorrow and some point in next month? Thanks,571605540138315776,tibbettsp,2015-02-28 09:39:15+00:00,0,0,
@easyJet your call center was close two hours before! Now please can you reschedule my flight so I don't have to buy a whole new ticket?,571602382573969408,RDPhotoinfo,2015-02-28 09:26:42+00:00,0,0,
"@easyJet finally got my FULL refund once i spoke to someone who listened rather than firing ""standard responses"" at me! #socialmediateamsuck",571592422796468224,Laura_Grez,2015-02-28 08:47:07+00:00,0,0,
@easyJet thanks to force us to put the luggage in the bagage hold &amp; paid for that. And received it Broken #badservice,571591658774630400,Dazkill,2015-02-28 08:44:05+00:00,0,0,
"@easyJet hi Simon, thanks for prompt reply. DM just sent, more details to follow.",571586101741277184,alancorbett3,2015-02-28 08:22:00+00:00,0,1,
@easyJet yes but as I said I missed it! Meaning it was after the flight left! Nowhere in your T&amp;C's does it say you can't pay to change!,571584117424447488,RDPhotoinfo,2015-02-28 08:14:07+00:00,0,0,
@easyJet even had my favorite @organicmiracles on board and got me home few minutes early! #quality,571580874799616000,CitizenAmandine,2015-02-28 08:01:14+00:00,1,2,
@easyJet this unreasonable approach was aggressively imposed by your ground staff. A frequent easyJet flyer; yesterday was my last.,571577152145113088,alancorbett3,2015-02-28 07:46:27+00:00,0,0,
@easyJet yesterday I was a victim of your exploitative and unreasonable attitude to carry on baggage. 1/2,571576836171415552,alancorbett3,2015-02-28 07:45:11+00:00,0,0,
"@easyJet plc Given Consensus Recommendation of ""Buy"" by Brokerages (LON:EZJ) - Dakota Financial News http://fat.ly/Fp9",571570518710730752,easyJetNews,2015-02-28 07:20:05+00:00,0,0,
"@easyJet there is nothing flexible about ur ""flexi"" tickets! Missed my flight and you refuse to change my ticket! #robbery #notsoeasyjet",571566778486272000,RDPhotoinfo,2015-02-28 07:05:13+00:00,0,0,
@easyJet good morning ),571565933791211520,kmeacham363,2015-02-28 07:01:52+00:00,0,1,
@easyJet Good morning :),571565916623921152,rmeacham363,2015-02-28 07:01:48+00:00,0,1,
@easyjet - I can't get details from @firstdirect I asked for fax &amp; contact name but they won't give it me ...,571560171870285824,Mashcat,2015-02-28 06:38:58+00:00,0,0,
@easyJet Any chance of a hint when your going to put your winter 2015 UK to Bilbao routes on. Thanks.,571549729299021824,DrJeffGrant,2015-02-28 05:57:29+00:00,0,0,
@easyJet plc (EZJ) ? Research Analysts' Weekly Ratings Updates - Ticker Report http://fat.ly/Fo3,571540317058420736,easyJetNews,2015-02-28 05:20:04+00:00,0,0,
@easyJet je peux avoir un avion ? Bc c'est cool comme moyen de transport quand même.. Hein @Anais_KF,571463252753977344,manongltier,2015-02-28 00:13:51+00:00,1,1,
@easyJet si je te follow tu nous ramène encore a Londres stp ? @Anais_KF,571458650197372928,manongltier,2015-02-27 23:55:34+00:00,1,1,
@easyJet je t'es pas dit merci la dernière fois on a était a Londres avec @Anais_KF grâce a toi.. ,571458454658916352,manongltier,2015-02-27 23:54:47+00:00,0,1,
@easyJet can I travel on your airline within the uk without a passport as mine is due to expire and I'm waiting on a new one ?,571447369348325377,scottgracey,2015-02-27 23:10:44+00:00,0,0,
"@easyJet I did buy a coffee onboard with you, so theoretically I only saved £487.50 by flying with you vs @British_Airways ;-)",571435128796241920,pnh14,2015-02-27 22:22:06+00:00,0,0,
@easyJet thanks Babs. Shame but TBT always respectz the rules.,571427050575298560,TourBagTone,2015-02-27 21:50:00+00:00,0,0,
@easyJet flight from @EDI_Airport to @Gatwick_Airport on time. More success on this commute than to @GLA_Airport! See you monday!,571408807454236672,runningtofeel,2015-02-27 20:37:30+00:00,0,1,
"@easyJet Hi Barbara unfortunately I'm usually on the flight that's delayed, flight tracker not much use in the air",571405305680171008,Skierboy60,2015-02-27 20:23:35+00:00,0,0,
"@easyJet lady says my 9.5 yr old passport pic doesn't resemble me. Asked her where she was in 2005. ""School.""",571404944923860993,guydresser,2015-02-27 20:22:09+00:00,0,0,
@easyJet Good night :),571402163504742400,rmeacham363,2015-02-27 20:11:06+00:00,0,1,
@easyJet thank you again for ruining a Friday night can't remember the last time I flew EasyJet without a 45min+ delay,571400040197050369,Skierboy60,2015-02-27 20:02:40+00:00,0,0,
@easyJet @easyJetItalia ciao Barbara! Parli un italiano perfetto comunque :D abahahahah,571394771035537408,LoGeeko,2015-02-27 19:41:44+00:00,0,0,
@easyJet great customer service no response after my £80 suitcase got damaged. I've emailed and still had no response,571390844625936384,D11EVS,2015-02-27 19:26:07+00:00,0,0,
@easyJet sent Barbara! Hope to hearing from you soon x,571388552413646848,Perykko33,2015-02-27 19:17:01+00:00,0,1,
@easyJet your hand baggage policy is crap!!!! I can get two pieces with Ryanair who fares are cheaper!!!!,571387686528942080,danielspeight93,2015-02-27 19:13:34+00:00,0,0,
@easyJet @BristolAir a BIG thank you to everyone who helped find and return my sons bag from Rome!! Xxx,571385141559496704,susandgomme,2015-02-27 19:03:28+00:00,0,0,
@easyjet calls for cuts to airport charges #avgeek http://ow.ly/JJ9vI,571384626251489281,MRONetDaily,2015-02-27 19:01:25+00:00,0,0,
@easyJet well some guy was touching himself in my row and it was £29.80 for 4 gins and two vodkas.,571384551425110016,darryl_marshall,2015-02-27 19:01:07+00:00,0,0,
@easyJet thank you to our friendly cabin crew particularly to Danny on 7am Liverpool to Belfast flight on 21st Feb #shinyhappypeople,571384011211329536,MelanieMurphy12,2015-02-27 18:58:58+00:00,0,1,
"@easyJet thanks Barbara, thats all I needed to know to save some time when we arrive there tonight",571383731296055297,The_Hird,2015-02-27 18:57:51+00:00,0,0,
"@easyJet Hi I had a problem on my flight, how do I pass on my complaint?",571382820742045696,darryl_marshall,2015-02-27 18:54:14+00:00,0,0,
@easyJet £30 for a hand luggage bag? That's a joke.,571382096234725376,speaktoharry,2015-02-27 18:51:22+00:00,0,0,
@easyJet no worries! Thanks anyway! X,571381196690755584,PeteLaverick,2015-02-27 18:47:47+00:00,0,1,
@easyJet Can you please furnish me with your policy on the usage of E-Cigarettes? Greatly appreciated.,571380665243070464,TourBagTone,2015-02-27 18:45:40+00:00,0,0,
@easyjet the query i asked yesterday was can I use LGW twilight checkin tonight for a 9am flight to Gran Canaria? from Nth Terminal,571380661241704449,The_Hird,2015-02-27 18:45:40+00:00,0,0,
"@easyJet Hello! Please help! 4 of us hitchhiking away from Exeter for charity. Due in Paris airport sometime tomorrow, please help!!!",571380583223435264,PeteLaverick,2015-02-27 18:45:21+00:00,0,0,
@easyJet thanks for confirming.,571380123687120896,johnhunterUK,2015-02-27 18:43:31+00:00,0,1,
@easyJet Good evening :),571376979078983680,rmeacham363,2015-02-27 18:31:02+00:00,0,1,
@easyJet how much?!,571376271118233600,speaktoharry,2015-02-27 18:28:13+00:00,0,0,
"@easyJet hello, can you please let me know how to delete an account since I noticed an old one that I don't use and I don't want to have 2?",571372111752761344,Perykko33,2015-02-27 18:11:41+00:00,0,0,
"@easyJet Barbara, my bro is on overbooking list in Gatwick, coming to madrid for my wedding, paid his ticket 4 months ago. this is shameful",571370989529010176,EspinaConcha,2015-02-27 18:07:14+00:00,0,0,
"@easyJet overbooking on the Gatwick- Madrid flight tonight, my bro paid it 4 months ago. shameful easyjet.",571370399210057728,EspinaConcha,2015-02-27 18:04:53+00:00,0,0,
@easyJet is there something wrong with your holiday website. Trying to book and I keep getting kicked back to search page,571369772530728961,Kemp0,2015-02-27 18:02:23+00:00,0,0,
@easyJet belfast - MANC just left stand 10 mins late,571365872436191232,razorroot,2015-02-27 17:46:54+00:00,0,0,
@easyJet Thanks for link Barbara. Small delays no issue at all. Always nice to get home though.,571363580894945281,GrainStorageRob,2015-02-27 17:37:47+00:00,0,0,
@easyJet cool. Straight answer is what I wanted. Thank you *puts bag back down*,571361832599998464,nadineahya,2015-02-27 17:30:50+00:00,0,1,
"@easyJet Barbara, I have send a DM via twitter",571360287108018176,Miss_Stephy_J,2015-02-27 17:24:42+00:00,0,0,
@easyJet I know that. But the measurements are spread differently. So yay or nay?,571359712463212544,nadineahya,2015-02-27 17:22:25+00:00,0,0,
"@easyJet If you only have hand luggage, can we put in the hold for free if my friend has a broken arm?",571358470378819584,speaktoharry,2015-02-27 17:17:29+00:00,0,0,
@easyJet @goofballLogic this wasn't bag drop. It was after security before boarding.,571356351294799874,goofballLogic,2015-02-27 17:09:04+00:00,0,0,
@easyJet as cabin baggage,571355765065310208,nadineahya,2015-02-27 17:06:44+00:00,0,0,
@easyJet Hi! would you accept these measurements?,571355696182235136,nadineahya,2015-02-27 17:06:27+00:00,0,0,
"@easyJet Barbara, What email address should I use? I've just have to book and pay for another flight for him. I expect full compensation.",571354570795950080,Miss_Stephy_J,2015-02-27 17:01:59+00:00,0,0,
@easyJet good dvdnimh :),571354314410745857,kmeacham363,2015-02-27 17:00:58+00:00,0,1,
@easyJet i have two return tickets to spain in april. how much will it cost to chamge rhe name on the tickets?Dave,571353885723508738,DaveMurtagh1,2015-02-27 16:59:16+00:00,0,0,
@easyJet sorry to be a pain what speed is take off,571350688552378368,WoodhouseAlice,2015-02-27 16:46:33+00:00,0,0,
"@easyJet I would like to make a formal complain please, who do I send it to? Thanks",571350403918508032,kayalistik,2015-02-27 16:45:26+00:00,0,0,
@easyJet you haven't been very helpful with my husband this evening who is trying to get back from Hamburg to Edinburgh. SHAME ON YOU!!!,571348984637333504,Miss_Stephy_J,2015-02-27 16:39:47+00:00,0,0,
"@easyJet why does ur cust Serv at Luton tell me I can't transfer to an earlier flight, its full, but your website would sell me a ticket??",571343163954225152,leevenerus,2015-02-27 16:16:39+00:00,0,0,
@easyJet ok thank you! May I suggest to keep an eye to your airplanes? There seems to be always some technical problems.. Cheers,571341901284163585,micheleRefiore,2015-02-27 16:11:38+00:00,0,0,
"@easyJet target business passengers announcing 70,000 extra seats to EU destinations with unique Scotland Flex offer http://buff.ly/1MY41NT",571339522090397696,Tourismintell,2015-02-27 16:02:11+00:00,0,0,
@easyJet your DM was a pointless waste of my time.,571336380628004864,StephenJUpton,2015-02-27 15:49:42+00:00,0,0,
@easyJet I did earlier. Too late. You oversold the flight.,571335743764877312,vickybaker,2015-02-27 15:47:10+00:00,0,0,
@easyJet you offer in future? If it only helps a few people then it helps them and keeps them buying Flexis and the cover,571334055305842688,Gerry_McC,2015-02-27 15:40:28+00:00,0,0,
@easyJet flight cover as I can get held on at work overnight and wouldnt always make the 4hours deadline. Could it not be something that,571333929053114368,Gerry_McC,2015-02-27 15:39:58+00:00,0,0,
@easyJet You are ALWAYS LATE. It's not possible to plan any journey whatsoever when flying with you. Shame! #lateflight,571333864355995648,micheleRefiore,2015-02-27 15:39:42+00:00,0,0,
@easyJet it. If I miss it I cant change the flight as its not two hours before the departure time. But I cant book just normal flight and,571333735758610432,Gerry_McC,2015-02-27 15:39:12+00:00,0,0,
"@easyJet The reason I ask is that I usually book Flexi, but I am really tight for time for some flights. I will either make it or just miss",571333489754300416,Gerry_McC,2015-02-27 15:38:13+00:00,0,0,
@easyJet Good afternoon :),571332617515241472,rmeacham363,2015-02-27 15:34:45+00:00,0,1,
@easyJet good afternoon :),571332511730696192,kmeacham363,2015-02-27 15:34:20+00:00,0,1,
"@easyJet #U2414 from Bristol to Inverness is circling above, bad weather ? fog? http://www.rb24.com/EZY37MC",571330666274668544,RadarBox24,2015-02-27 15:27:00+00:00,0,0,
@easyJet Why is there no option to buy the missed flight cover if you book Flexi?,571330039859556353,Gerry_McC,2015-02-27 15:24:30+00:00,0,0,
@easyJet just sent you a DM thanks,571327805801283584,frawled2,2015-02-27 15:15:38+00:00,0,0,
@easyJet how do I cancel a car hire booked through easyjet? Really struggling with your website...,571325832297365504,frawled2,2015-02-27 15:07:47+00:00,0,0,
@easyJet thanks,571324112464957440,xavierc6715,2015-02-27 15:00:57+00:00,0,0,
@easyjet tried to charge for hold luggage. But I had screenshot of booking. (@Terminal 1 - @muc_airport) https://www.swarmapp.com/c/gBo7bVPMPar,571321741210996736,JustinMcKeown,2015-02-27 14:51:32+00:00,0,0,
@easyJet @goofballLogic EZY6772,571316199117729792,goofballLogic,2015-02-27 14:29:31+00:00,0,0,
@easyJet Are there more flights from Belfast to Ibiza to be announced for Aug? Or are you only flying once a week on a Saturday?,571314488022048768,TheBeautyDrawer,2015-02-27 14:22:43+00:00,0,0,
@easyJet its alight i found the confirmation that i had,571313080950497281,itsDECiBEL,2015-02-27 14:17:07+00:00,0,0,
@easyJet Hello guys I just purchased a ticket and selected Visa credit instead of Debit Can a/thing b done 2 waive surcharge ? Cheers,571311130099912704,poltria,2015-02-27 14:09:22+00:00,0,0,
"@easyJet not sure if i've already booked a hold bag for my flight tomorrow, is there a way to find out?",571310332934823936,itsDECiBEL,2015-02-27 14:06:12+00:00,0,0,
@easyJet Do you know if there is anyway to cancel a hold luggage booking online? Or do you have to speak to the call centre?,571309755563708417,jvsb,2015-02-27 14:03:54+00:00,0,0,
@easyJet sb hand luggage and cabin bag!!!!!! Plus stringfellow Mallorca London. Looks like an all Benidorm cast!,571307995759570944,Itxasophoto,2015-02-27 13:56:55+00:00,0,0,
@easyJet yes. Not resolved. Not satisfied.,571305644965408768,vickybaker,2015-02-27 13:47:34+00:00,0,0,
@easyJet proof that online check-in didn't work. Arrived v early. Still being treated as though this is my fault,571303372210491394,vickybaker,2015-02-27 13:38:32+00:00,0,0,
"@easyJet Ah, I understand that but @EasyJet_Careers seem to be inactive, so I'm just trying to find a way to get a question to them",571301433825476608,danielrhys_,2015-02-27 13:30:50+00:00,0,0,
@easyJet queue at Stansted only one desk open. Nothing better to be doing. Only letting speedy boarding through. No one to serve the rest,571301346013523968,LordBillinge,2015-02-27 13:30:29+00:00,0,0,
@easyJet thank you. Have dm'ed. It's a shame staff here can't be more helpful.,571300779526643713,vickybaker,2015-02-27 13:28:14+00:00,0,0,
@easyJet Ruby needs you; please share. http://youtu.be/38Ji8amPQx4 #rubylaura #HelpRubyRoo RT,571296391160565760,natashanancy,2015-02-27 13:10:48+00:00,0,0,
"@EasyJet Hi guys, I've not had a reply from your careers page, is there an email address I can contact them on? Cheers :)",571292553234022400,danielrhys_,2015-02-27 12:55:33+00:00,0,0,
@easyJet just because you're cheap doesn't mean you have to have rude staff &amp; ridiculous policies. From now on its @Ryanair all the way.,571289408206450688,kezandunicorns,2015-02-27 12:43:03+00:00,0,0,
@easyJet how can you over book a flight leaving some people unable to get on a flight they booked and have paid for ? @KieranMERR,571289287641202688,scottsankey_1,2015-02-27 12:42:34+00:00,0,1,
@easyJet desde cuando el TWITTER entiende de idiomas?,571288865144766464,EnoaXL,2015-02-27 12:40:54+00:00,0,0,
@easyJet is life. EasyJet is love.,571287083500871680,AjWilhelmsen,2015-02-27 12:33:49+00:00,0,0,
@easyJet early again - that's nine out of ten 2015 flights either on time or 20 mins early!,571282110159462400,pajcoyle,2015-02-27 12:14:03+00:00,0,2,
"@easyJet @visitholland and Dordrecht, Holland's oldest city!",571281607220457472,VVVDordrecht,2015-02-27 12:12:03+00:00,0,0,
@easyJet #unfairpolicy #greedycompany,571277425906204672,sparkysheffield,2015-02-27 11:55:26+00:00,0,0,
"@easyJet I regret to inform you our hold luggage fees are non-refundable, so we cannot authorise a refund of the ££ for hold luggage, Ioanna",571277180715577344,sparkysheffield,2015-02-27 11:54:28+00:00,0,0,
"@easyJet so, you wanted to move to DMs to stop a public reiteration of your #unfairgreedy policy?",571276798803230720,sparkysheffield,2015-02-27 11:52:57+00:00,0,0,
@easyJet Thanks. I made it. Nice people let me through.,571267795805188096,itshawis,2015-02-27 11:17:10+00:00,0,0,
".@easyJet @AeroAsturias Nah It's not necessary mate,I can tell you in English:) you suck! 1hour waiting for claim form another 4 process #ux",571267276827197440,taxioviedo,2015-02-27 11:15:07+00:00,0,1,
@easyJet thanks for responding. The call centre were brilliant. Everything sorted and checked in. Thank you!,571262806852542464,emmahmoore,2015-02-27 10:57:21+00:00,0,0,
@easyJet @easyJet_press Whats the best &amp; easiest way to contact someone in your marketing &amp; sponsorship dept? Thanks!,571261644594139136,jamesbishopldn,2015-02-27 10:52:44+00:00,0,0,
@EasyJet calls for major European aviation rule changes - http://www.travelweekly.co.uk http://www.travelweekly.co.uk/Articles/2015/02/26/53298/easyjet+calls+for+major+european+aviation+rule+changes.html,571260104953217026,Kash_TC,2015-02-27 10:46:37+00:00,0,0,
@easyJet thanks looking forward to seeing the dates,571255001718398977,orourke431,2015-02-27 10:26:20+00:00,0,0,
@easyJet it's all sorted now thank you,571252064237576192,liamg1710,2015-02-27 10:14:40+00:00,0,0,
"@easyJet i am refusing to book with you because of your password policy: ""must not include the special characters #&amp; + or space""",571250701139107840,mikehogan_,2015-02-27 10:09:15+00:00,0,0,
@easyjet @resort_hoppa My daughter has been waiting in Cologne Airport for over an hour to be collected - the resort office are no help !,571249428310458368,djclarke7,2015-02-27 10:04:11+00:00,0,0,
@easyJet goes against all I believe in but ok,571248777937489920,LorcanLynch8,2015-02-27 10:01:36+00:00,0,0,
@easyJet and pls mail to my stuff @sharad@smarttravelsolutions.in,571248554846474241,Junaid_1209,2015-02-27 10:00:43+00:00,0,0,
"@easyJet hi, Luton Airport replied. Very frustrating having such limited information available when things aren't straight forward",571246481547636736,bookclub4one,2015-02-27 09:52:29+00:00,0,0,
@easyJet Two emails to customer services with no response. How do I contact you?,571227980812439552,thomasj,2015-02-27 08:38:58+00:00,0,0,
@easyJet Pleasure ,571224152411152384,poppygirl2014,2015-02-27 08:23:45+00:00,0,0,
@easyJet having said that your customer helpline was very helpful. Problem sorted. Website definitely needs sorting though.,571220114001039362,emmahmoore,2015-02-27 08:07:42+00:00,0,0,
@easyJet one of my customer has a passport without surname and given name is mentioned MRS MADHAVI KAPADIA so what shall i put in surname,571219836564414464,Junaid_1209,2015-02-27 08:06:36+00:00,0,0,
@easyJet Hi I am looking to book flights from Glasgow to Alicante at the end of October can you tell me when the flights are available,571219498092658688,orourke431,2015-02-27 08:05:15+00:00,0,0,
"@easyJet sorry, don't understand your last DM.",571218671319822336,GrahamJtull361,2015-02-27 08:01:58+00:00,0,0,
@easyJet boss visiting from US next week have booked numerous flights for him as 'Mac' but his pport name is 'lawrence' can I change?,571211717788753920,DerrenN,2015-02-27 07:34:20+00:00,0,0,
@easyJet once again you have me tearing my hair out. Never ever again. Ever.,571208909412831232,emmahmoore,2015-02-27 07:23:11+00:00,0,0,
@easyJet hood korning :),571193618704281600,kmeacham363,2015-02-27 06:22:25+00:00,0,0,
@easyJet is there a problem with the app this morning?,571193507584598017,liamg1710,2015-02-27 06:21:59+00:00,0,0,
@easyJet Good morning :),571193493655318528,rmeacham363,2015-02-27 06:21:55+00:00,0,0,
