,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates,tweet_sentiment
17,17,17,17,@jet2tweets wanted to compliment you on flight from Gran Canaria to EastMids airport. First time using you but definitely again.,5.83e+17,Feltip1982,2015-03-30 19:33:51+00:00,0,0,,positive
18,18,18,18,@jet2tweets my phone has no missed calls showing atall. and that number is too expensive to call for me using my Mobile.,5.83e+17,DavidCLumb1,2015-03-30 17:56:10+00:00,0,0,,negative
19,19,19,19,@jet2tweets i have DM'd my phone number i missed your Dm message. Im going off now. if you replie ill see your replie later on,5.83e+17,DavidCLumb1,2015-03-30 17:24:11+00:00,0,0,,neutral
20,20,20,20,"@jet2tweets done, can you follow back plz?",5.83e+17,stevengilligan,2015-03-30 16:06:34+00:00,0,0,,negative
21,21,21,21,"@jet2tweets cycling in majorca next week, can I take pressurised CO2 cartridges on the plane?",5.83e+17,stevengilligan,2015-03-30 14:59:02+00:00,0,0,,neutral
22,22,22,22,@jet2tweets is is possible for me to change my seat again on my inconvient flight times flight going out to tenerife?,5.83e+17,DavidCLumb1,2015-03-30 14:37:21+00:00,0,0,,negative
23,23,23,23,@jet2tweets thank you,5.83e+17,lalapo1,2015-03-30 11:20:50+00:00,0,0,,positive
24,24,24,24,@jet2tweets if I'm travelling to Palma Majorca in June and my passport expires in October is this okay?someone told me u have to have 6mth,5.83e+17,lalapo1,2015-03-30 11:08:00+00:00,0,0,,neutral
25,25,25,25,@jet2tweets think these two found my location rather amusing. Crew of G-GDFF 29/3/15 . I was stood on a shed though,5.82e+17,NickPreston40,2015-03-29 18:45:34+00:00,0,0,,positive
26,26,26,26,"@jet2tweets flight to and from bcn were good. Great, friendly crew. Bcn ground staff let u down by not taggin bags and causing delays.",5.82e+17,fionasuffredini,2015-03-29 18:40:44+00:00,0,0,,negative
27,27,27,27,@jet2tweets To the snowy playgrounds of #Champoluc #Italy,5.82e+17,euuuan,2015-03-29 17:21:11+00:00,0,0,,positive
28,28,28,28,@jet2tweets hey :) was wondering how long the £100 off is on for?? thanks,5.82e+17,DaniEckersley,2015-03-29 13:23:12+00:00,0,0,,neutral
29,29,29,29,@jet2tweets what's a lazy Sunday....??,5.82e+17,JonnyW1969,2015-03-29 09:51:44+00:00,0,0,,neutral
30,30,30,30,"@jet2tweets All except the car clock, might get round to that before October.",5.82e+17,LandypeteMorris,2015-03-29 08:13:30+00:00,0,0,,neutral
31,31,31,31,@jet2tweets #ShoutOut to Deborah &amp; Vikki Flight LS518 #bestcustomerservice looked after us superb @ChrisssTheCub ,5.82e+17,JonTheFoxxx,2015-03-28 20:39:52+00:00,1,1,,positive
32,32,32,32,@jet2tweets sorry Vicki missed your message gran canaria in may,5.82e+17,wesedmund,2015-03-28 20:22:52+00:00,0,0,,neutral
33,33,33,33,@jet2tweets Ta!,5.82e+17,allonlister,2015-03-28 17:07:37+00:00,0,0,,positive
34,34,34,34,@jet2tweets Hi Adam thanks a lot for the info. It'll be Newcastle to Rome around mid/late November.,5.82e+17,philrp1980,2015-03-28 16:55:53+00:00,0,0,,neutral
35,35,35,35,"@jet2tweets We have flights tomorrow. Conf says 07:30, http://Jet2.com says 07:30, LBA site says 06:30, clock forward problem?",5.82e+17,allonlister,2015-03-28 16:12:49+00:00,0,0,,negative
36,36,36,36,@jet2tweets hi do you know when your winter 2015/16 flights will be available to book?,5.82e+17,philrp1980,2015-03-28 15:03:50+00:00,0,0,,neutral
37,37,37,37,@jet2tweets Not single manager turned up to take charge. Took an hour to open door for air circulation. No explanations. Policy review req'd,5.82e+17,AlexxiaPG,2015-03-28 14:55:50+00:00,0,0,,negative
38,38,38,38,"@jet2tweets Flight EMA to FAO sat delayed 40 min n now being told we have to get off and identify our bags! Poor comms, kids crying #SortIt",5.82e+17,AlexxiaPG,2015-03-28 14:14:06+00:00,0,0,,negative
39,39,39,39,@jet2tweets Thanks Adam. Just DMd you my details x,5.82e+17,HackettLady,2015-03-28 13:17:08+00:00,0,0,,positive
40,40,40,40,@jet2tweets Please follow me so I can direct message you. Thanks,5.82e+17,WeDeserveBette1,2015-03-28 13:07:13+00:00,0,0,,neutral
41,41,41,41,"@jet2tweets Hi, could you please follow me so I can DM you my details. Thank you x",5.82e+17,HackettLady,2015-03-28 12:56:08+00:00,0,0,,neutral
42,42,42,42,@jet2tweets yay! That's awesome! Also congrats to @JanTweetTweets @suenatal have a lovely weekend x,5.82e+17,HackettLady,2015-03-28 10:41:24+00:00,0,0,,positive
43,43,43,43,"@jet2tweets could you follow me please so that I can DM, thank you",5.82e+17,suenatal,2015-03-28 10:32:07+00:00,0,0,,neutral
44,44,44,44,Thank you so much @jet2tweets and congrats to @HackettLady @JanTweetTweets,5.82e+17,suenatal,2015-03-28 10:30:29+00:00,0,0,,positive
45,45,45,45,@jet2tweets @HackettLady @suenatal thanks (and congrats ladies!) - can you follow me so I can DM,5.82e+17,janib_19,2015-03-28 10:23:20+00:00,0,0,,positive
46,46,46,46,@jet2tweets When are you guys going to invest in some Airbus a320's?,5.82e+17,karlsn74,2015-03-28 10:09:31+00:00,0,0,,negative
47,47,47,47,@jet2tweets just say ...the cabin crew handled a very poorly lady brilliantly #credittoyourteam #flightLS831,5.82e+17,mrsdobber,2015-03-28 07:09:53+00:00,0,0,,positive
48,48,48,48,@jet2tweets yes please,5.82e+17,lyn_mcleod,2015-03-27 19:39:20+00:00,0,0,,neutral
49,49,49,49,@jet2tweets Thanks. If the pilot or co pilot are locked out of the cockpit are they able to get back in?,5.82e+17,stevewatson1958,2015-03-27 18:09:28+00:00,0,0,,neutral
50,50,50,50,"@jet2tweets hi, it looks like this was only happening in Chrome browser so sorted now. Thanks.",5.81e+17,pjb1981,2015-03-27 15:43:48+00:00,0,0,,positive
51,51,51,51,@jet2tweets @xxalibobxx will this procedure be enforced as I am sure in the past this is not always the case,5.81e+17,manddvictor,2015-03-27 15:34:57+00:00,0,0,,negative
52,52,52,52,@jet2tweets @stevewatson1958 is this in force on all Jet2 flights,5.81e+17,manddvictor,2015-03-27 15:28:09+00:00,0,0,,neutral
53,53,53,53,"@jet2tweets interesting start to our hol yesterday! Aborted landing in Alicante, nearly pooped when we hit the runway and took off again",5.81e+17,mrstinahammond,2015-03-27 13:51:46+00:00,0,0,,negative
54,54,54,54,"@jet2tweets Do Jet2 procedures enforce a ""2 crew members in the cockpit at all times"" rule?",5.81e+17,stevewatson1958,2015-03-27 12:40:23+00:00,0,0,,neutral
55,55,55,55,@jet2tweets thanks for your help - checkin just closed unfortunately.,5.81e+17,timwright_leeds,2015-03-27 12:25:31+00:00,0,0,,negative
56,56,56,56,@jet2tweets any chance I could get on your 13.40 flight today from FCO to LBA. My flight via Ams delayed.,5.81e+17,timwright_leeds,2015-03-27 12:12:29+00:00,0,0,,neutral
57,57,57,57,"@jet2tweets hi,is there a problem with your site? Trying to login to Manage My Booking but getting this error?",5.81e+17,pjb1981,2015-03-27 11:28:17+00:00,0,0,,negative
58,58,58,58,@jet2tweets hi can you confirm the new depart time for flight ls888 frm Prague to Manchester.,5.81e+17,Rob_Stoke,2015-03-27 10:37:07+00:00,0,0,,neutral
59,59,59,59,@jet2tweets Ahhh fab thank you x,5.81e+17,xxalibobxx,2015-03-27 10:07:30+00:00,0,0,,positive
60,60,60,60,@jet2tweets #jet2view Leaving Barcelona yesterday.,5.81e+17,pandaeyes82,2015-03-27 09:59:46+00:00,0,0,,neutral
61,61,61,61,@jet2tweets Mediterranean Sea.,5.81e+17,pandaeyes82,2015-03-27 09:47:43+00:00,0,0,,neutral
62,62,62,62,@jet2tweets Mediterranean,5.81e+17,gazh147,2015-03-27 09:47:29+00:00,0,0,,neutral
63,63,63,63,@jet2tweets thank you. We are still at MAN. Aircraft change so only departing about 11.30 now. Can't wait!,5.81e+17,dizzytix,2015-03-27 09:46:48+00:00,0,0,,positive
64,64,64,64,@jet2tweets the beautiful Mediterranean sea,5.81e+17,sherree75,2015-03-27 09:42:37+00:00,0,0,,neutral
65,65,65,65,@jet2tweets i have a package holiday to Budv with you. Can i check in at BUD airport at no cost as I have no access to a printer.,5.81e+17,dizzytix,2015-03-27 09:38:42+00:00,0,0,,neutral
66,66,66,66,@jet2tweets @OldGeorge8 lovely old job. That's put my mind a rest. Flying with you soon.,5.81e+17,Ericpennyworth,2015-03-27 09:12:43+00:00,0,0,,positive
67,67,67,67,@jet2tweets Excellent news and Good to see that Jet2 is ahead of the game!,5.81e+17,OldGeorge8,2015-03-27 08:24:24+00:00,0,0,,positive
68,68,68,68,@jet2tweets In light of the terrible French Alps crash will Jet2 be adopting a 2 in the cockpit policy?,5.81e+17,OldGeorge8,2015-03-27 07:48:10+00:00,0,0,,neutral
69,69,69,69,@jet2tweets final balance paid to holiday! Can't wait to fly out to Lanzarote with the family!! ,5.81e+17,rebekah8_6,2015-03-27 06:43:51+00:00,0,0,,positive
70,70,70,70,@jet2tweets ensure a member of cabin crew is in the cockpit when pilot or co pilot leave the cabin. #GermanWingsCrash #AlpsCrash #A320Crash,5.81e+17,mick376ad,2015-03-26 23:22:33+00:00,0,1,,neutral
71,71,71,71,@jet2tweets @pryordurkin nice to read that as always like to fly with Jet2,5.81e+17,DKGooders,2015-03-26 19:13:25+00:00,0,0,,positive
72,72,72,72,@jet2tweets Thanks for letting me know!,5.81e+17,itspedromc,2015-03-26 18:32:32+00:00,0,0,,positive
73,73,73,73,@jet2tweets all Jet2 flights have a 10% sale on! Book your holiday today extra savings #dalaman #Turkey #holidays http://www.jet2.com,5.81e+17,VillaYar,2015-03-26 17:59:03+00:00,0,0,,positive
74,74,74,74,@jet2tweets hi my wife injured her leg skiing and needs a wheelchair when we get to Edin from Salz on Sat. How can I arrange that? Thnx,5.81e+17,orourkes05,2015-03-26 17:11:52+00:00,0,0,,negative
75,75,75,75,@jet2tweets Can you take water pistols in hold luggage? Sorry if this is a ridiculous question....,5.81e+17,itspedromc,2015-03-26 16:51:45+00:00,0,0,,neutral
76,76,76,76,@jet2tweets they said take it out of one bag and put it in another surly it's all going on the same plane.please use your heads shocking,5.81e+17,DanLoach,2015-03-26 10:22:08+00:00,0,0,,negative
77,77,77,77,@jet2tweets absolutely disgusted just checked in paid £40 to take my clubs and was 3kg over and the charge me £40 extra shocking,5.81e+17,DanLoach,2015-03-26 10:21:13+00:00,0,0,,negative
78,78,78,78,@jet2tweets Jet2 nominated as best airline in 2015 #50plusawards Vote http://bit.ly/1zRrM4Z to be included in £50 prize draw,5.81e+17,Rob50plusShow,2015-03-26 09:18:20+00:00,0,0,,positive
79,79,79,79,"@jet2tweets #Jet2snaphut research before you go and keep a little notebook on you with important info, nearest metro station, directions etc",5.81e+17,suenatal,2015-03-26 08:51:04+00:00,0,0,,neutral
80,80,80,80,@jet2tweets Family and friends 9 day break to Tenerife :) First time with Jet2 ;)),5.81e+17,kittycatlitter,2015-03-25 17:59:22+00:00,0,0,,positive
81,81,81,81,@jet2tweets perfect thanks #gifts,5.81e+17,G4SAGGU,2015-03-25 17:44:13+00:00,0,0,,positive
82,82,82,82,@jet2tweets flying back from prague tomorrow can I take chocs n sweets in cabin baggage ?,5.81e+17,G4SAGGU,2015-03-25 17:14:08+00:00,0,0,,neutral
83,83,83,83,@jet2tweets thank you but after several phone calls and a bit of Internet searching a compromise has been reached.,5.81e+17,paula_plt,2015-03-25 16:11:25+00:00,0,0,,negative
84,84,84,84,"@jet2tweets #Jet2Snaphut be prepared to walk A LOT! And always look up around you! Esp in cities like New York, where everything is so tall",5.81e+17,janib_19,2015-03-25 15:44:34+00:00,0,0,,neutral
85,85,85,85,@jet2tweets #Jet2SnapHut if there is no meter readings try to bargain the taxi price as they always charge extra from foreigners,5.81e+17,HackettLady,2015-03-25 14:38:00+00:00,0,0,,neutral
86,86,86,86,@jet2tweets is it possible to book a flight for 1 person but room for 2 people on @jet2holidays,5.81e+17,princessrisi,2015-03-25 14:28:18+00:00,0,0,,neutral
87,87,87,87,@jet2tweets @lyn_mcleod,5.81e+17,lyn_mcleod,2015-03-25 13:59:33+00:00,0,0,,neutral
88,88,88,88,"@jet2tweets Research whether you can or can't drink the tap water, believe me its not fun if you get it wrong.. #jet2snaphut",5.81e+17,____LP____,2015-03-25 13:13:50+00:00,0,0,,neutral
89,89,89,89,@jet2tweets hi it wont let me print holiday tickets and information for the holiday in 3 weeks could you send them by post instead please?,5.81e+17,mattyrogers1988,2015-03-25 12:50:54+00:00,0,0,,negative
90,90,90,90,@jet2tweets wish i lived nearer! ,5.81e+17,MrsHelenTP,2015-03-25 11:14:26+00:00,0,0,,neutral
91,91,91,91,@jet2tweets too bad it's work!,5.8e+17,alexlowndes88,2015-03-24 20:17:34+00:00,0,0,,negative
92,92,92,92,@jet2tweets Leeds to Amsterdam,5.8e+17,alexlowndes88,2015-03-24 19:41:19+00:00,0,0,,neutral
93,93,93,93,"@jet2tweets first time with Jet2 today. Very impressed all round, friendly service, on time, clean",5.8e+17,alexlowndes88,2015-03-24 19:23:30+00:00,0,0,,positive
94,94,94,94,@jet2tweets only allow one complaint per party!!!!! 10 of us flew and only one of us can complain! @BBCWatchdog @easyJet @flybe,5.8e+17,mountaincamper1,2015-03-24 17:55:51+00:00,0,0,,negative
95,95,95,95,@jet2tweets I will be using jet2 anyway ! Top class staff ! Feel free to give us free upgrades when we fly then ha ha #bestairline,5.8e+17,paddyheaver,2015-03-24 17:10:57+00:00,0,0,,positive
96,96,96,96,@jet2tweets can I get free flights to ibiza for a week 20th June since im a loyal customer please :) legends !!,5.8e+17,paddyheaver,2015-03-24 16:57:28+00:00,0,0,,positive
97,97,97,97,@jet2tweets cheers have a good day!,5.8e+17,GChambers10,2015-03-24 14:06:20+00:00,0,0,,positive
98,98,98,98,@jet2tweets super. Thank you ,5.8e+17,WeDeserveBette1,2015-03-24 13:45:38+00:00,0,0,,positive
99,99,99,99,@jet2tweets can you tell me if you charge extra for baggage containing medical supplies? Travelling next week with my disabled daughter?,5.8e+17,GChambers10,2015-03-24 13:44:47+00:00,0,0,,neutral
100,100,100,100,"@jet2tweets thank you, I will. Will you refund my postage costs? I bought a selfie stick and it doesn't work.",5.8e+17,WeDeserveBette1,2015-03-24 09:48:20+00:00,0,0,,negative
101,101,101,101,@jet2tweets can you please give me a number for customer services? 0330 300 0042 from website is not recognised,5.8e+17,judeaustin61,2015-03-24 09:32:48+00:00,0,0,,negative
102,102,102,102,@jet2tweets hi I thought it important to tell you that I flew back from Maderia yesterday on 800 and the front 3 rows were NOT asked to wait,5.8e+17,jo90210GG,2015-03-24 07:01:41+00:00,0,0,,negative
103,103,103,103,@jet2tweets don't know how to do that. Do you want to give me an email address or you mail me eamonn@verycreative.me,5.8e+17,eamonnhunt,2015-03-23 21:54:33+00:00,0,0,,negative
104,104,104,104,@jet2tweets running out of room for Cabin luggage on outward flight... equally poor effort,5.8e+17,TheRealRYAN1987,2015-03-23 21:16:33+00:00,0,0,,negative
105,105,105,105,@jet2tweets running out of food on the flight back from Rome today. Poor effort.,5.8e+17,TheRealRYAN1987,2015-03-23 21:16:08+00:00,0,0,,negative
106,106,106,106,@jet2tweets package ideally,5.8e+17,Lozj77,2015-03-23 14:10:40+00:00,0,0,,neutral
107,107,107,107,@jet2tweets never in my life have I had worse flying experiences than those with #Jet2 - think twice before booking with them.,5.8e+17,LanaDolan,2015-03-23 14:03:56+00:00,0,0,,negative
108,108,108,108,@jet2tweets I travelled from Manchester to Budapest on Thursday and returned yesterday… both journeys delayed by 90mins+ #neveragain,5.8e+17,LanaDolan,2015-03-23 14:01:12+00:00,0,0,,negative
109,109,109,109,@jet2tweets When will Jet2Holidays Summer 2016 be on sale? Thanks,5.8e+17,marklewins,2015-03-23 13:57:13+00:00,0,0,,neutral
110,110,110,110,"@jet2tweets i cant see this, can you send me a link please - city break under £200",5.8e+17,Lozj77,2015-03-23 13:34:11+00:00,0,0,,negative
111,111,111,111,@jet2tweets you need to follow me so I can send message,5.8e+17,mountaincamper1,2015-03-23 13:31:07+00:00,0,0,,neutral
112,112,112,112,@jet2tweets cant see late deals,5.8e+17,Lozj77,2015-03-23 13:02:12+00:00,0,0,,negative
113,113,113,113,@jet2tweets we are taking part in a charity hitch hike right now!! Please can you help us with flights?? It's for the NSPCC!,5.8e+17,bananahitch15,2015-03-23 11:41:04+00:00,0,0,,neutral
114,114,114,114,"@jet2tweets Is there a way to filter packages on the website from date going? Looking for a trip 3- 6 april, open to locations",5.8e+17,Lozj77,2015-03-23 11:12:54+00:00,0,0,,neutral
115,115,115,115,@jet2tweets no online check in. What?,5.8e+17,eamonnhunt,2015-03-23 08:16:32+00:00,0,0,,negative
116,116,116,116,@Jet2tweets : New flights from Glasgow &amp; Newcastle to Larnaka this summer. @gla_airport @NCLairport,5.8e+17,TemptingHols,2015-03-23 06:50:05+00:00,0,0,,neutral
117,117,117,117,@jet2tweets It won't be a brand new 737 that's for sure. ,5.8e+17,karlsn74,2015-03-22 22:23:37+00:00,0,0,,negative
118,118,118,118,@jet2tweets but purchased some duty free on the plane and its faulty. How may I arrange to return and refund? Thanks,5.8e+17,WeDeserveBette1,2015-03-22 20:56:32+00:00,0,0,,negative
119,119,119,119,@jet2tweets had a great flight with yourselves recently. Def more leg room than other economy planes ,5.8e+17,WeDeserveBette1,2015-03-22 20:55:59+00:00,0,0,,positive
120,120,120,120,@jet2tweets your pricing policy is driving me nuts! 10% off plus further 5% offer should mean price goes down not up? Sneaky!,5.8e+17,janholt,2015-03-22 17:59:46+00:00,0,0,,negative
121,121,121,121,Rob @jet2tweets With respect I have done this 3 times now &amp; sent trees worth of letters! AESA have replied again &amp; Jet2 fail to do so,5.8e+17,evmoregirl,2015-03-22 16:01:52+00:00,0,1,,negative
122,122,122,122,@jet2tweets Some Sun? ,5.8e+17,c_sandi91,2015-03-22 13:18:47+00:00,0,0,,neutral
123,123,123,123,@jet2tweets at Manchester airport..,5.8e+17,thepaullangley,2015-03-22 11:44:31+00:00,0,0,,neutral
124,124,124,124,@jet2tweets free flights ???,5.8e+17,briangeehx,2015-03-22 11:14:53+00:00,0,0,,neutral
125,125,125,125,@jet2tweets when will the prices be out for next summer ,5.8e+17,sarahpen29,2015-03-22 09:05:49+00:00,0,0,,neutral
126,126,126,126,@jet2tweets have a good night,5.79e+17,catherinegard,2015-03-21 18:24:48+00:00,0,0,,positive
127,127,127,127,@jet2tweets,5.79e+17,catherinegard,2015-03-21 17:56:08+00:00,0,0,,neutral
128,128,128,128,@jet2tweets then tunisia in September,5.79e+17,catherinegard,2015-03-21 17:45:44+00:00,0,0,,neutral
129,129,129,129,@jet2tweets lanzarote 31st May with jet 2,5.79e+17,catherinegard,2015-03-21 17:44:40+00:00,0,0,,neutral
130,130,130,130,@jet2tweets what are you going to do about the threat of court action by the watchdog for ignoring their instructions?,5.79e+17,LesleyCollins1,2015-03-21 17:04:13+00:00,0,0,,negative
131,131,131,131,@jet2tweets @UK_CAA Jet2 will never comply unless made to do so their customer service is shocking delayed flight they are in denial? #fail,5.79e+17,tjhkdog,2015-03-21 16:42:31+00:00,0,0,,negative
132,132,132,132,@jet2tweets i can't go to My Booking and change it as it states in the FAQ section you can change your selected seat without a call.,5.79e+17,DavidCLumb1,2015-03-21 15:58:20+00:00,0,0,,negative
133,133,133,133,@jet2tweets is it Possible for me to change my seat Allocation that ive bought? or is it not possible?,5.79e+17,DavidCLumb1,2015-03-21 15:42:39+00:00,0,0,,negative
134,134,134,134,@jet2tweets thanks for the help guy's. Much appreciated.,5.79e+17,RealMarkMcC,2015-03-21 15:24:15+00:00,0,0,,positive
135,135,135,135,@jet2tweets so sent a email to operations 3 days ago and not had a response. More crap customer service from you!!,5.79e+17,therealjbeal,2015-03-21 15:09:50+00:00,0,0,,negative
136,136,136,136,"@jet2tweets hey, any idea when summer 2016 holidays will be released? Thanks.",5.79e+17,RealMarkMcC,2015-03-21 14:58:48+00:00,0,0,,neutral
137,137,137,137,"@jet2tweets 40 minutes without an answer, I hope I don't get charged for being on hold!!!",5.79e+17,leedawson1_lee,2015-03-21 13:50:51+00:00,0,0,,negative
138,138,138,138,@jet2tweets are your phone lines down? Been on hold for ages and no answer!,5.79e+17,leedawson1_lee,2015-03-21 13:21:41+00:00,0,0,,negative
139,139,139,139,@jet2tweets hi I've booked with u but need to req a travel cot how do I do that? Thanks,5.79e+17,ruthabram,2015-03-21 11:41:50+00:00,0,0,,neutral
140,140,140,140,@jet2tweets great ok thanks!,5.79e+17,sazzle0dazzle,2015-03-21 09:47:03+00:00,0,0,,positive
141,141,141,141,"@jet2tweets yes I am aware of that, but I am trying to find out for my friend what her fees would be",5.79e+17,sazzle0dazzle,2015-03-21 09:23:03+00:00,0,0,,neutral
142,142,142,142,@jet2tweets @wizzair exposed on BBCR4 moneybox at midday for falsely claiming that flight comp under SC ruling can only go back 2 years,5.79e+17,fermi239,2015-03-21 09:15:32+00:00,0,0,,negative
143,143,143,143,@jet2tweets hey what are the charges for changing a return flight mid August to the beginning of August? The flights are Glasgow to Paphos.,5.79e+17,sazzle0dazzle,2015-03-21 07:51:52+00:00,0,0,,neutral
144,144,144,144,@jet2tweets Thank you folks for a fantastic eclipse flight. Here''s the umbra overtaking us at 2000kts ...,5.79e+17,hamishonfloats,2015-03-20 20:28:41+00:00,3,6,,positive
145,145,145,145,@jet2tweets now that's a picture,5.79e+17,NorthumbPiper,2015-03-20 17:27:44+00:00,0,0,,positive
146,146,146,146,@jet2tweets and funny how there were seats available in between our seats that were available to book but it still separated us by 3 rows!,5.79e+17,linsbaumeister,2015-03-20 16:01:26+00:00,0,0,,negative
147,147,147,147,@jet2tweets how selfless of you to do that when you are charging me £6 to do it and convenient it auto allocates us separately #whatbull,5.79e+17,linsbaumeister,2015-03-20 16:00:54+00:00,0,0,,negative
148,148,148,148,@jet2tweets flight LS887 4hrs late from Manc. Replacement plane has refreshments for less than 1/2 passengers. V poor. Expect a compo claim,5.79e+17,alan_bradwell,2015-03-20 14:23:29+00:00,0,0,,negative
149,149,149,149,@jet2tweets thanks Kirsty boarding now so hopefully homeward bound very soon xx,5.79e+17,RochelleIllingw,2015-03-20 14:20:44+00:00,0,0,,positive
150,150,150,150,"@jet2tweets waiting in a Rome for flight LS332 to Leeds, delayed until 3pm but still not boarding #no information #whatsgoingon",5.79e+17,RochelleIllingw,2015-03-20 14:06:19+00:00,0,0,,negative
151,151,151,151,@jet2tweets delay on LS332 from Rome but no info on your website???,5.79e+17,CiaoGuiseley,2015-03-20 13:39:38+00:00,0,0,,negative
152,152,152,152,@jet2tweets any news on the Prague to Manchester flight? My mate @zeibura is not a happy bunny :-(,5.79e+17,D0bryDan,2015-03-20 11:51:09+00:00,0,1,,negative
153,153,153,153,"@jet2tweets been delayed since 8:25, moved to another plane, and now lost the extra leg room that we've paid for. Kindly, stick your drink!",5.79e+17,kylegavinjones,2015-03-20 11:46:55+00:00,0,0,,negative
154,154,154,154,@jet2tweets thanks for making me accept seats not next to my husband unless I pay £6 each...and charge if I don't check in online,5.79e+17,linsbaumeister,2015-03-20 11:37:30+00:00,0,0,,negative
155,155,155,155,"@jet2tweets hi, is there a delay with the 1230 ls888 flight from prague?",5.79e+17,MKJamie87,2015-03-20 11:15:53+00:00,0,0,,negative
156,156,156,156,"@jet2tweets sat on plane over an hour, something's broke, Going to get off it at 11am fix it or we walk #barcelona",5.79e+17,AshtonHydro,2015-03-20 10:16:41+00:00,0,1,,negative
157,157,157,157,@jet2tweets Ls202 from Amsterdam on Final to @LBIAirport over Rothwell #eclipse2015 #SolarEclipse,5.79e+17,Mark_Readman99,2015-03-20 10:02:06+00:00,16,15,,positive
158,158,158,158,@jet2tweets hubby ready for the #eclipse thankyou for the specs x,5.79e+17,piggypops123,2015-03-20 09:20:10+00:00,1,1,,positive
159,159,159,159,@jet2tweets thank you so much for my glasses! Can't wait to use them! X,5.79e+17,Saminzki,2015-03-20 08:29:46+00:00,1,1,,positive
160,160,160,160,@jet2tweets What's going on with LS331 Leeds to Rome this morning? Not expected to leave until 14.30???,5.79e+17,PreeceOwen,2015-03-20 08:20:53+00:00,0,0,,negative
161,161,161,161,@jet2tweets Thank you #eclipse2015,5.79e+17,angelatlucky,2015-03-20 08:09:11+00:00,0,0,,positive
162,162,162,162,@jet2tweets Thanks very much for my eclipse glasses :),5.79e+17,angelatlucky,2015-03-20 06:57:27+00:00,1,2,,positive
163,163,163,163,@jet2tweets will do thanks Kirsty..,5.79e+17,ydarans,2015-03-19 23:03:22+00:00,0,0,,positive
164,164,164,164,@jet2tweets booking some flights through http://jet2.com any discount codes I can use? :),5.79e+17,CarlLoft,2015-03-19 20:51:55+00:00,0,0,,neutral
