tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,predictions
570300325917270018,negative,1.0,Customer Service Issue,0.698,US Airways,,GAKotsch,,0,@usairways i cant get anyone on the phone to help with award travel.purchased extra miles and 10 minutes late flightr the miles needed was raised.,,2015-02-24 11:12:48 -0800,,Atlantic Time (Canada),3
570298036938772483,negative,1.0,Customer Service Issue,0.6915,US Airways,,hsgoldstein,,0,@usairways why haven't you issued a travel advisory for charlotte wednesday night and thursday? 4-6 inches of snow.,,2015-02-24 11:03:42 -0800,,,3
570296537433186305,negative,0.66,Flight Attendant Complaints,0.66,US Airways,,AshleyKAtherton,,0,@usairways deedee and lynn s. have been great here in phx; richard p. here was a jerk. rude to us and our parents for no reason.,,2015-02-24 10:57:44 -0800,,Central Time (US & Canada),0
570296516314845185,negative,1.0,Cancelled Flight,0.3542,US Airways,,airham_gouda,,0,@usairways thanks for making me miss my meeting in dallas. 700 dollars down the toilet 😊,,2015-02-24 10:57:39 -0800,,,2
570296273611448320,negative,0.6522,Late Flight,0.3478,US Airways,,ashleycolburn,,0,@usairways i have two tight connections in #charlotte and #frankfurt,,2015-02-24 10:56:41 -0800,San Diego,Pacific Time (US & Canada),0
570296212336865283,negative,0.6863,Late Flight,0.3585,US Airways,,UyonJ,,0,"@usairways said only way to get on plane about to leave that would make my connection was a $75 fee. instead of earlier, i am now late flightr!",,2015-02-24 10:56:27 -0800,,,0
570295637708816384,negative,1.0,Customer Service Issue,0.6654,US Airways,,CLChicosky,,0,"@usairways ur ""response"" was: my ""inconvenience was of no matter."" u wanted me sit for 3 xtra nights in the city w/out comp! #donotflyusair",,2015-02-24 10:54:10 -0800,,,1
570292371340062720,negative,0.6841,Can't Tell,0.6841,US Airways,,ajbibbs,,0,@usairways sadly i'm currently booked on one of your flights tomorrow that i will be changing if i can.,,2015-02-24 10:41:11 -0800,,,0
570290730796777473,negative,0.6721,Late Flight,0.6721,US Airways,,AshleyKAtherton,,0,@usairways standby so far for two of us. with snow storm hitting iowa tomorrow we could be stuck here for two days.,,2015-02-24 10:34:40 -0800,,Central Time (US & Canada),2
570289473898082305,negative,0.6765,Can't Tell,0.3634,US Airways,,djndc4l,,0,@usairways why can't i check in online for a flight tomorrow am?,,2015-02-24 10:29:40 -0800,,,1
570288981847502850,negative,1.0,longlines,0.3542,US Airways,,UyonJ,,0,@usairways - been standing at the gate for 45 min trying to go standby bc i will miss my connection. no help! do not fly us airways!,,2015-02-24 10:27:43 -0800,,,2
570288667790594048,negative,0.7033,Customer Service Issue,0.7033,US Airways,,themainevent001,,0,"@usairways after being assured by the pleasant woman at gate b11 in albany, ny that life's not perfect, i'd heard enough.",,2015-02-24 10:26:28 -0800,Saratoga Springs,,2
570288039454486529,negative,0.6512,Flight Booking Problems,0.3256,US Airways,,CLChicosky,,0,"@usairways: u didn't bother following up, we booked with @delta.  @delta understands cust srv: provided lunch 4 delays &amp; upgraded seats!",,2015-02-24 10:23:58 -0800,,,1
570286925556424705,negative,1.0,Customer Service Issue,0.6635,US Airways,,EEB4,,0,@usairways there is an error w/ my preferred status &amp; i'm not able to reach an agent via phone. travel friday. need resolved - contact info?,,2015-02-24 10:19:33 -0800,"Washington, DC",Eastern Time (US & Canada),3
570286345454800896,negative,1.0,Late Flight,0.6495,US Airways,,MauererPower,,2,@usairways @americanair how does a pilot forget log book? been waiting on plane for 45 mins!! #alsonodrinkcartcomingaround,,2015-02-24 10:17:14 -0800,,Central Time (US & Canada),0
570286290203070465,negative,1.0,Customer Service Issue,0.6942,US Airways,,AshleyKAtherton,,0,@usairways already did it. one person said they couldn't do anything another said she didn't know why the first person we talked 2 said that,,2015-02-24 10:17:01 -0800,,Central Time (US & Canada),1
570286035118071808,negative,1.0,Customer Service Issue,0.6826,US Airways,,djndc4l,,0,@usairways @ashleykatherton over an hour on hold so far,,2015-02-24 10:16:00 -0800,,,3
570285320085880832,negative,1.0,Late Flight,1.0,US Airways,,HPUgradMM,,0,"@usairways rt @dmoukdarath: nice, another delay with @usair second one this trip. left engine leaking...what's next?? #usair #nothappy",,2015-02-24 10:13:10 -0800,Triad,,2
570285070184898561,negative,1.0,Customer Service Issue,1.0,US Airways,,JustinEhlert,,0,@usairways i want to love you! 43 minutes on hold! help me understand why i switched loyalty programs. http://t.co/chgy5yrvka,,2015-02-24 10:12:10 -0800,"Austin, tx",,3
570284855163883520,negative,0.6563,Customer Service Issue,0.6563,US Airways,,djndc4l,,0,@usairways 59 minutes now. nice customer service you got going on.,,2015-02-24 10:11:19 -0800,,,3
570281232287731712,negative,1.0,Customer Service Issue,1.0,US Airways,,djndc4l,,0,@usairways 44 minutes on hold so far. and still haven't spoke to a human. never using you again.,,2015-02-24 09:56:55 -0800,,,3
570280737951375360,negative,1.0,Can't Tell,1.0,US Airways,,themainevent001,,0,@usairways you have no idea how upset and frustrated i am right now. i'll be sure to follow through with never flying with you again.,,2015-02-24 09:54:57 -0800,Saratoga Springs,,1
570280653389996034,negative,1.0,longlines,0.6616,US Airways,,mcrowe6655,,0,@usairways how can a person go from number one on a standby list to number twelve in three hours?  should i be super platinum diamond status,,2015-02-24 09:54:37 -0800,Cleveland,Mountain Time (US & Canada),2
570280436796166144,negative,0.664,Flight Booking Problems,0.336,US Airways,,themainevent001,,0,"@usairways forget reservations. thank you to the great leadership at your company, i've cancelled flighted my flight. once again, thank you.",,2015-02-24 09:53:46 -0800,Saratoga Springs,,0
570278432417972224,negative,0.6523,Cancelled Flight,0.6523,US Airways,,RyanDrinks42,,2,.@usairways it was this saturday during all the snow in the dc area.  excited the flight was not cancelled flightled but sad he went missing.,,2015-02-24 09:45:48 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada),0
570278202897276928,negative,0.6616,Customer Service Issue,0.343,US Airways,,wyattmel,,0,"@usairways @americanair i love you guys &amp; i'm gonna let you finish, but i've been on hold for 1 hour trying to book a flight w/ my voucher.",,2015-02-24 09:44:53 -0800,,Eastern Time (US & Canada),3
570277612389412864,negative,0.6448,Flight Attendant Complaints,0.6448,US Airways,,pinkgolftees,,0,"@usairways and, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",,2015-02-24 09:42:32 -0800,"Denver, CO",Mountain Time (US & Canada),2
570276878788861953,negative,1.0,Lost Luggage,0.6875,US Airways,,RogerWaterer,,0,@usairways need to talk to a person about my bag. waiting on hold for two hours. bag s!b delivered last night. online says not found.,,2015-02-24 09:39:37 -0800,,,1
570276681551732736,negative,1.0,Lost Luggage,1.0,US Airways,,_Leycar,,0,@usairways i don't want your sympathy i want someone to make an effort to find my bag,,2015-02-24 09:38:50 -0800,,Eastern Time (US & Canada),2
570276439829774336,negative,1.0,Customer Service Issue,0.6854,US Airways,,pinkgolftees,,0,"@usairways she spoke with someone this am and was told that breast pumps aren't medical equipment and that she should have ""planned better.""",,2015-02-24 09:37:53 -0800,"Denver, CO",Mountain Time (US & Canada),1
570275106724782080,negative,0.6656,Lost Luggage,0.6656,US Airways,,tuneday,,0,@usairways - 800# referred me back to baggage services but i left the airport. i was on seat 17a,,2015-02-24 09:32:35 -0800,"Philadelphia, PA",,1
570274302118858752,negative,1.0,Can't Tell,0.6614,US Airways,,ajbibbs,,0,@usairways - first impressions are hard to reverse.  a horrible first experience with you.  will never fly with you again!!!,,2015-02-24 09:29:23 -0800,,,1
570273880486629377,negative,1.0,Cancelled Flight,0.3545,US Airways,,themainevent001,,0,"@usairways not going as planned is an understatement. my flight was just changed again. if it weren't for a family emergency, i'd cancelled flight.",,2015-02-24 09:27:42 -0800,Saratoga Springs,,0
570273188485197825,negative,0.6674,Late Flight,0.6674,US Airways,,SteveBass2,,0,"@usairways ...2 hours on the plane, they at least got us on a direct flight a couple hours late flightr on united","[40.6954621, -74.1733106]",2015-02-24 09:24:57 -0800,,,0
570272465299083264,negative,1.0,Lost Luggage,1.0,US Airways,,DannyLawray,,0,@usairways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! major strike against me!!!,,2015-02-24 09:22:05 -0800,"Dumfries, Virginia",Eastern Time (US & Canada),2
570272309434564608,negative,0.6875,Lost Luggage,0.3542,US Airways,,RyanDrinks42,,2,.@usairways i did but the more eyes i have looking for pandu the better chance i have of bringing him home.,,2015-02-24 09:21:28 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada),2
570272154635374592,negative,1.0,Lost Luggage,1.0,US Airways,,_Leycar,,0,@usairways my bag is still lost and i can not get anyone on the phone to assist me and the tracking updates have stopped,,2015-02-24 09:20:51 -0800,,Eastern Time (US & Canada),1
570270772746461186,negative,1.0,Customer Service Issue,1.0,US Airways,,suzkschir6,,0,"@usairways 167 minutes?  ""im not trained in that"". cmon. can't you do better than that?",,2015-02-24 09:15:21 -0800,,,3
570269976042573824,negative,1.0,Customer Service Issue,0.6444,US Airways,,JenRomanoff,,0,@usairways any direct number to dividend miles account info? every time i try them i get actually hung up on,,2015-02-24 09:12:12 -0800,,Eastern Time (US & Canada),1
570269272502607873,negative,0.6737,Flight Booking Problems,0.3684,US Airways,,haascc6,,0,@usairways trying to use chairman upgrade cert for flt 740 on 2/26/14 but being told not an option with 10 open seats? how? thanks,,2015-02-24 09:09:24 -0800,,Eastern Time (US & Canada),1
570267781859557377,negative,1.0,Customer Service Issue,1.0,US Airways,,JenRomanoff,,0,@usairways but i've been trying to call them since yesterday and i keep getting hung up on? can you get me through to them??,,2015-02-24 09:03:28 -0800,,Eastern Time (US & Canada),3
570265699215675392,negative,0.3913,Flight Booking Problems,0.3913,US Airways,,JenRomanoff,,0,@usairways an award travel ticket but cannot since it is under a different last name. i simply need to change it,,2015-02-24 08:55:12 -0800,,Eastern Time (US & Canada),1
570264306350227456,negative,0.636,Customer Service Issue,0.3299,US Airways,,xafbcn,,0,@usairways ok thank you…i call from spain to us for seating assistance!,,2015-02-24 08:49:40 -0800,Barcelona,Brussels,3
570262676481421312,negative,1.0,Bad Flight,0.7085,US Airways,,DougAsano,,0,@usairways 2day: no coffee &amp; 1 working toilet.  then i read domestic airlines whining re: foreign competition.  coincidence?  no  #openskies,,2015-02-24 08:43:11 -0800,,,0
570258435448688641,negative,1.0,Cancelled Flight,0.3474,US Airways,,GMLane,,0,"@usairways i've been on hold to rebook a cancelled flighted flight for over two hours. i know weather has a huge impact, but you should anticipate.",,2015-02-24 08:26:20 -0800,,Eastern Time (US & Canada),0
570258209534922752,negative,1.0,Customer Service Issue,0.6665,US Airways,,SoClutchAllie,,0,"@usairways been on hold for over 5 hours! i believe i was overcharged $200 for my flight, i need an immediate explanation. help",,2015-02-24 08:25:26 -0800,"In a galaxy far, far away ✨",Pacific Time (US & Canada),0
570256300556165122,negative,1.0,Customer Service Issue,1.0,US Airways,,CoryDauphin,,0,@usairways still on hold...1 hr 27 mins....thank god for chairman status. status match @delta?,,2015-02-24 08:17:51 -0800,,,2
570253865066602497,negative,1.0,Customer Service Issue,1.0,US Airways,,msergovich5,,0,@usairways has the worst customer service. can't even get through to a rep you gotta be kidding me,,2015-02-24 08:08:10 -0800,,Atlantic Time (Canada),1
570252052099678208,negative,1.0,Customer Service Issue,1.0,US Airways,,yorkshire2002,,1,@usairways @beamske but maybe i can be on hold for 30 minutes again. that would be just as amazing.,,2015-02-24 08:00:58 -0800,Kentucky,Eastern Time (US & Canada),3
570251909447192577,negative,1.0,Lost Luggage,1.0,US Airways,,yorkshire2002,,1,@usairways @beamske how about a real live person talk to the person whose luggage was lost for 4 days and vacation wrecked . @yorkshire2002,,2015-02-24 08:00:24 -0800,Kentucky,Eastern Time (US & Canada),3
570250989305004033,negative,1.0,Late Flight,1.0,US Airways,,mikebrandes,,0,@usairways is your clt departures delayed? hoping i can make my connection after a lengthy take off delay and endless taxi-ing here at clt,,2015-02-24 07:56:45 -0800,"Minneapolis, MN",Eastern Time (US & Canada),0
570249204767055872,negative,1.0,Lost Luggage,1.0,US Airways,,DannyLawray,,0,@usairways so frustrating because i still have not gotten them back. why my bag was sent to ny is a mystery!  shame on me this time!,,2015-02-24 07:49:39 -0800,"Dumfries, Virginia",Eastern Time (US & Canada),1
570248954572619776,negative,1.0,Lost Luggage,1.0,US Airways,,DannyLawray,,0,@usairways i will never travel us airways again. flew in from la to dc last night and for the 2nd time on this airline my bags didn't arrive,,2015-02-24 07:48:40 -0800,"Dumfries, Virginia",Eastern Time (US & Canada),1
570247763704868864,negative,1.0,Customer Service Issue,1.0,US Airways,,JenRomanoff,,0,@usairways like they will call me? i'v been trying since yesterday and no one is answering...,,2015-02-24 07:43:56 -0800,,Eastern Time (US & Canada),3
570245576815546368,negative,1.0,Customer Service Issue,0.6897,US Airways,,bergie72,,0,"@usairways your csr in phl suck.   flt 3883 gets cx'd,  i get rebooked to the next day?  on standby for 4011. not hopeful.",,2015-02-24 07:35:14 -0800,"Hanover Twp, PA",,0
570243874062503936,negative,1.0,Customer Service Issue,1.0,US Airways,,JenRomanoff,,0,@usairways hello!! is anyone behind your twitter account? #badcustomerservice,,2015-02-24 07:28:28 -0800,,Eastern Time (US & Canada),1
570242474750423040,negative,1.0,Customer Service Issue,1.0,US Airways,,JenRomanoff,,0,@usairways i keep getting hung up on. please respond so i can book a ticket with you. i won't be able to buy one unless i speak to someone!,,2015-02-24 07:22:55 -0800,,Eastern Time (US & Canada),1
570242452092813312,negative,1.0,Cancelled Flight,1.0,US Airways,,OneT_Mat,,0,@usairways hey!!  yeah last time i got a phone call when flight was cancelled flightled from dca to bos,,2015-02-24 07:22:49 -0800,"Boston, MA",Atlantic Time (Canada),0
570242191685234688,negative,0.6316,Can't Tell,0.3263,US Airways,,_Justin22_,,0,@usairways you should be prepared for weather. all i want to do is find out if i can take train to phl to catch my connection.,,2015-02-24 07:21:47 -0800,,Eastern Time (US & Canada),2
570241590758920192,negative,1.0,Cancelled Flight,1.0,US Airways,,yorkshire2002,,0,"@usairways when you are deciding to wreck a vacation... is losing luggage from a cancelled flighted flight your ""go to"" maneuver?",,2015-02-24 07:19:24 -0800,Kentucky,Eastern Time (US & Canada),0
570239546673238017,negative,1.0,Customer Service Issue,0.6527,US Airways,,_Justin22_,,0,"@usairways been on hold for 40 minutes, calling because my flight is delayed.  this type of service in not acceptable.",,2015-02-24 07:11:17 -0800,,Eastern Time (US & Canada),3
570237453229019137,negative,1.0,Customer Service Issue,1.0,US Airways,,DocUX,,0,@usairways been on hold for 2 hours for something which i could have done in less than 1 minute if it was available.your site ux is awe full,,2015-02-24 07:02:58 -0800,USA,Quito,3
570236495367315456,negative,0.6842,Customer Service Issue,0.3474,US Airways,,dgjessee,,0,@usairways then drop your fee! $150 ($300rt!!!!) makes no sense; most eu airlines charge $0. @aircanada charges a reasonable $50.,,2015-02-24 06:59:09 -0800,"Atlanta, United States",Eastern Time (US & Canada),2
570236313393373186,negative,1.0,Customer Service Issue,0.6378,US Airways,,david_drhealey,,0,@usairways i understand that but i should still be able to view my reservation online....,,2015-02-24 06:58:26 -0800,"Central, New Jersey",Hawaii,1
570235676916117504,negative,0.669,Late Flight,0.3365,US Airways,,Dukestuaff,,0,@usairways another fiasco at national. forever from jet to gate on 8:05am flight from rdu,,2015-02-24 06:55:54 -0800,"Durham, NC",Eastern Time (US & Canada),0
570235609933078529,negative,1.0,Customer Service Issue,1.0,US Airways,,oliviahaymond,,0,"@usairways - good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",,2015-02-24 06:55:38 -0800,"Tampa, Florida",Eastern Time (US & Canada),1
570232671353376769,negative,1.0,Flight Booking Problems,0.6697,US Airways,,TheVoiceofBrian,,1,"@usairways ok we are on day 11 trying to  book a flight for 4.  ur system still says ""due to weather….call back late flightr""  #outofbusiness ?",,2015-02-24 06:43:57 -0800,YouTube.com/VOiceofBrian,Central Time (US & Canada),3
570231786824994816,negative,1.0,Can't Tell,1.0,US Airways,,yorkshire2002,,0,@usairways thanks again for ruiningmy vacation.  you all are the best for this.  could not have done it without you.,,2015-02-24 06:40:27 -0800,Kentucky,Eastern Time (US & Canada),3
570231607757381632,negative,1.0,Late Flight,1.0,US Airways,,MadeleineDay,,0,@usairways @americanair our honeymoon was delayed a day because a gas cap was not screwed on! flight 1801- so frustrating!,,2015-02-24 06:39:44 -0800,St. Louis,Pacific Time (US & Canada),2
570230527032229889,negative,1.0,Can't Tell,0.6661,US Airways,,HRKatWrangler,,0,@usairways your policy needs a serious revision for babies.  fortunately i have choices and choose @southwest from here on out.,,2015-02-24 06:35:26 -0800,"Hudson Valley, NY",Atlantic Time (Canada),0
570229647713148928,negative,1.0,Customer Service Issue,1.0,US Airways,,lj_verde,,0,@usairways still ignoring my question. #usairways consistently providing poor customer service.,,2015-02-24 06:31:57 -0800,DC,Eastern Time (US & Canada),2
570229176621510659,negative,1.0,Lost Luggage,0.6629999999999999,US Airways,,mcgarr_ok,,0,@usairways they have all of this at hotels. still don't have my work folder or business casual clothes. #worst http://t.co/jieycat1ek,,2015-02-24 06:30:04 -0800,,,2
570226365410230272,negative,1.0,Customer Service Issue,0.6391,US Airways,,gregdarley,,0,@usairways oh i got right through to an agent. they just kept putting me on hold and still didn't fix the problem,,2015-02-24 06:18:54 -0800,,Eastern Time (US & Canada),3
570226104839090176,negative,1.0,Late Flight,0.3516,US Airways,,MandiBPro,,0,@usairways there is no reflight booking problems the event i'm flying to attend. waiting for jetway driver??? still on tarmac???,,2015-02-24 06:17:52 -0800,"Jacksonville, FL",Eastern Time (US & Canada),1
570225817873227776,negative,1.0,Lost Luggage,1.0,US Airways,,mcgarr_ok,,0,@usairways baggage team? recording tells me my bag still hasn't been found. and delayed baggage link on web conveniently not working. #worst,,2015-02-24 06:16:43 -0800,,,1
570224746652160000,negative,1.0,Customer Service Issue,1.0,US Airways,,NicoleCarmellaF,,0,@usairways been trying for weeks no use,,2015-02-24 06:12:28 -0800,,,1
570223944260849664,negative,1.0,Can't Tell,1.0,US Airways,,mikeyyyyyyy_,,0,@usairways should give me free baggage for this mess,,2015-02-24 06:09:17 -0800,,Central Time (US & Canada),1
570223851570909185,negative,0.6537,longlines,0.6537,US Airways,,MandiBPro,,0,"@usairways gate traffic #dca, my flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. several of us stuck. hold that plane.",,2015-02-24 06:08:55 -0800,"Jacksonville, FL",Eastern Time (US & Canada),0
570223460632403969,negative,1.0,Bad Flight,0.3474,US Airways,,PrettyMommy86,,0,@usairways i really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets,,2015-02-24 06:07:21 -0800,,,3
570222481618948096,negative,1.0,Customer Service Issue,0.6872,US Airways,,lmeckPR,,0,@usairways seriously???  did you not see that i've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,,2015-02-24 06:03:28 -0800,Maryland,Quito,3
570217450874146818,negative,1.0,Customer Service Issue,1.0,US Airways,,TrevorHam01,,0,@usairways. r u aware your wait time to talk to a sales agent is always 30-60 minutes? unacceptable. at least employ a call back feature!,,2015-02-24 05:43:29 -0800,NYC,,3
570215234088116224,negative,0.6452,Late Flight,0.6452,US Airways,,stevan_hicks,,0,@usairways 1729 connecting in charlotte to houston. mechanical issue determined while q'd to take off. and we checked our bags.,,2015-02-24 05:34:40 -0800,,,0
570214488739225601,negative,1.0,Lost Luggage,1.0,US Airways,,kintheusa,,0,@usairways can you dm please in regards to update on lost bag please.,,2015-02-24 05:31:42 -0800,,,0
570213946348560388,negative,1.0,Flight Attendant Complaints,0.6547,US Airways,,cmtodd,,0,@usairways need to retrain us 3837 lead flight attendant and gate agent at arrival mke 2/23.  horrible attitudes toward helping customers.,,2015-02-24 05:29:33 -0800,"Miami Beach, Florida USA",Eastern Time (US & Canada),0
570213783085432832,negative,1.0,Late Flight,1.0,US Airways,,stevan_hicks,,0,@usairways youre batting .1000. every flight ive taken is delayed. worst airline. ever.,,2015-02-24 05:28:54 -0800,,,0
570208640520622080,negative,0.7087,Customer Service Issue,0.7087,US Airways,,peterbarth,,0,@usairways why aren't you updating flight status/delays?,,2015-02-24 05:08:28 -0800,"Greenville, SC",Eastern Time (US & Canada),0
570208313163550721,negative,1.0,Customer Service Issue,0.3435,US Airways,,peterbarth,,0,@usairways they're also saying the clt flights are delayed but you're not showing it in your system which makes it impossible to figure out,,2015-02-24 05:07:10 -0800,"Greenville, SC",Eastern Time (US & Canada),0
570208172289474560,negative,1.0,Late Flight,0.3666,US Airways,,peterbarth,,0,"@usairways nope, they just announced we're headed back to the gate.",,2015-02-24 05:06:36 -0800,"Greenville, SC",Eastern Time (US & Canada),2
570206113783795713,negative,1.0,Late Flight,1.0,US Airways,,peterbarth,,0,@usairways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4unu,,2015-02-24 04:58:26 -0800,"Greenville, SC",Eastern Time (US & Canada),2
570205604314255360,negative,1.0,Customer Service Issue,0.6552,US Airways,,Danye33,,0,@usairways well then that is a horrible flaw in your system. 2 hours in the past day i've wasted. i've got a job &amp; family this is crazy,,2015-02-24 04:56:24 -0800,,Eastern Time (US & Canada),3
570205370649604096,negative,0.6771,Late Flight,0.3437,US Airways,,peterbarth,,0,@usairways 5203 and we're just sitting 20 feet from an open gate,,2015-02-24 04:55:28 -0800,"Greenville, SC",Eastern Time (US & Canada),0
570204219191504896,negative,1.0,Flight Booking Problems,0.3663,US Airways,,Danye33,,0,@usairways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,,2015-02-24 04:50:54 -0800,,Eastern Time (US & Canada),3
570203789963218944,negative,0.6629999999999999,Can't Tell,0.6629999999999999,US Airways,,jbatchelor88,,0,@usairways what's wrong with the plane? flt 581,,2015-02-24 04:49:12 -0800,"millville,nj",,0
570203037823836160,negative,1.0,Can't Tell,0.6617,US Airways,,eatmyshorts2263,,0,"@usairways @united two broken airplanes, two days late flightr and i'm stranded after a funeral and missing out on my last semester of #college. 👍",,2015-02-24 04:46:12 -0800,Carmen SanDiego,Eastern Time (US & Canada),3
570199481943261184,negative,1.0,Lost Luggage,1.0,US Airways,,bcruz1028,,0,@usairways @americanair day 3 &amp; still no luggage chkd http://t.co/mbltalr4bs status=awaiting asgmnt to driver since yest 10:15am,,2015-02-24 04:32:04 -0800,,,3
570197883716300800,negative,1.0,Flight Attendant Complaints,0.6875,US Airways,,suetrio,,0,@usairways flight 830 clt to phl. i was 1st on list.someone else got spot. rude employee in coach. wouldt give id. said he was cute red head,,2015-02-24 04:25:43 -0800,,,0
570197868813918208,negative,1.0,Flight Attendant Complaints,0.6706,US Airways,,ucbearcatdad,,0,"@usairways asked her why needed to take yellow tag off. she said, ""because i told you to!"" expect a personal apology from her- unacceptable!",,2015-02-24 04:25:40 -0800,,,1
570196428364111873,negative,1.0,Can't Tell,0.6779999999999999,US Airways,,ucbearcatdad,,0,"@usairways , since jan 22 have been on 10 flights. why the disrespect in clt, flt #2063 at 2:50pm on 18feb to dca? just asked herba question",,2015-02-24 04:19:56 -0800,,,0
570195970610348032,negative,0.6421,Flight Booking Problems,0.6421,US Airways,,hiphop_hokie,,0,@usairways nah it's for my flight next week.. inside my chairman 7-day window but you still haven't released the last open first seat to me,,2015-02-24 04:18:07 -0800,"Richmond, VA",,1
570190931321757696,negative,1.0,Customer Service Issue,1.0,US Airways,,mikejmarsh,,0,@usairways i've been on hold for 41min. just trying to change my reservation.,,2015-02-24 03:58:06 -0800,,,3
570184073139912704,negative,1.0,Late Flight,0.3491,US Airways,,McClainTweets,,0,@usairways i just spent 3.5 hours and got nowhere. entire experience #epicfail,,2015-02-24 03:30:51 -0800,"Cleveland, Ohio",Eastern Time (US & Canada),3
570181464773562368,negative,1.0,Customer Service Issue,0.6789,US Airways,,ToxicLayge,,0,@usairways changing my flights with no explanations and still don't have a confirmation. so disappointed in the service,,2015-02-24 03:20:29 -0800,,London,0
570177698166923267,negative,0.6739,Can't Tell,0.3478,US Airways,,MLasichak,,0,@usairways nope not yet...,,2015-02-24 03:05:31 -0800,"Crofton, Maryland",,3
570157409458642944,negative,1.0,Lost Luggage,1.0,US Airways,,yorkshire2002,,0,@usairways i will make sure to never use your incompetent airlines again. my luggage has been out for delivery for 24 hours.,,2015-02-24 01:44:54 -0800,Kentucky,Eastern Time (US & Canada),2
570157210183069696,negative,1.0,Lost Luggage,1.0,US Airways,,yorkshire2002,,0,"@usairways my flight was cancelled flighted saturday. why was my luggage not at the airport? today, i'm supposed to have it delivered. pathetic",,2015-02-24 01:44:06 -0800,Kentucky,Eastern Time (US & Canada),0
570156989541687296,negative,1.0,Can't Tell,1.0,US Airways,,yorkshire2002,,0,@usairways  thank you for allowing me to spend more money on vacation by buying things i already bought.,,2015-02-24 01:43:13 -0800,Kentucky,Eastern Time (US & Canada),1
